unit_number,total_life,n_cycles,cluster_sensors,sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope,cluster_id,cluster_method,n_clusters,cluster_random_state,cluster_feature_columns
11,197,197,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",552.6490000000001,566.008,13.358999999999924,555.2526395939086,3.817977397546836,0.055353917293728024,9045.357,9113.757999999998,68.40099999999802,9059.132436548223,19.760746871155273,0.28213621766194336,520.5609999999999,533.694,13.133000000000038,523.0849746192893,3.7022344226383037,0.05361029229411959,8131.592999999999,8185.778000000001,54.18500000000222,8141.7589847715735,15.261321269408233,0.21652100618741557,8.396179999999998,8.23802,-0.15815999999999697,8.366457868020305,0.046090971637845236,-0.0005911045082546331,0,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
12,170,170,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",554.1370000000001,551.8549999999999,-2.282000000000153,553.2523529411765,0.7631053385905959,-0.01252351903078506,9055.981999999998,9063.295000000002,7.31300000000374,9058.397882352941,4.653686481544722,0.0402108682775366,521.866,519.7729999999999,-2.0930000000000746,521.2722352941176,0.6456986666906553,-0.01067099004036649,8136.990000000001,8133.92,-3.0700000000006185,8136.649647058824,3.0600978250641075,-0.00971596411847911,8.415180000000001,8.52159,0.10640999999999856,8.448914117647059,0.03451227796167342,0.0005257583918026396,1,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
13,185,185,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",553.45,551.883,-1.5670000000000073,553.0435675675676,0.5915798609833749,-0.00728095978166165,9052.708999999999,9152.698,99.9890000000014,9074.925675675675,28.279358085583485,0.4498941852090388,521.376,520.287,-1.0889999999999418,521.1099459459459,0.4561667515133778,-0.005896649103523291,8134.048999999999,8214.89,80.84100000000035,8151.525027027026,23.613018331611016,0.37539397672569463,8.43916,8.517320000000002,0.07816000000000223,8.456655135135136,0.029224252943691697,0.000374069216481567,1,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
14,207,207,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",554.3979999999999,551.425,-2.9729999999999563,553.6228985507246,0.9818873201721282,-0.013343791603076752,9056.322999999999,9039.943,-16.3799999999992,9052.235652173913,5.927219406153261,-0.05642635646332195,522.2630000000001,519.691,-2.5720000000001164,521.6163285024154,0.8317678328926633,-0.011809916550312147,8139.873999999999,8116.840000000001,-23.03399999999783,8133.089371980676,6.918291102541482,-0.09319281639989187,8.40564,8.51764,0.1120000000000001,8.431219323671497,0.04146473984906102,0.0005352136571743976,1,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
15,202,202,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",553.2059999999999,551.407,-1.7989999999998645,552.7051980198021,0.7101465546667051,-0.008840169731257006,9057.724999999999,9077.986,20.26100000000224,9063.357376237624,7.300714500977427,0.09710154538724942,521.291,519.7059999999999,-1.58500000000015,520.8500495049506,0.5661669780676092,-0.007544487483083027,8137.233,8148.967999999999,11.734999999998763,8140.29707920792,4.624028384285354,0.05277278680004726,8.446919999999999,8.52049,0.07357000000000191,8.470690594059405,0.029126306721097523,0.00034504604713836656,1,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
16,344,344,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",555.579,568.429,12.850000000000023,558.1958430232559,3.413987879709029,0.02917853973887665,9057.963999999998,9118.531,60.567000000002736,9068.95488372093,17.169858053224416,0.1446209028172722,523.3309999999999,535.633,12.302000000000135,525.9103779069767,3.2749463207353364,0.02818129010957285,8140.552000000001,8186.540000000001,45.988000000000284,8149.170436046511,13.141910107109663,0.11062594221568656,8.38128,8.25289,-0.12838999999999956,8.348559011627906,0.03786918164933808,-0.00028879907849316825,0,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
17,312,312,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",551.9200000000001,567.6640000000001,15.744000000000028,555.3134294871795,4.111460074443857,0.03861273853992928,9039.795000000002,9117.694,77.89899999999761,9058.016057692306,20.812507569180227,0.19383928479704576,519.905,535.139,15.234000000000037,523.1523076923078,3.957860054754053,0.03718935579896317,8124.498000000001,8190.226000000001,65.72799999999916,8140.651378205128,16.493554423581006,0.15404671546054538,8.408350000000002,8.2439,-0.1644500000000022,8.368480128205128,0.04876329985556839,-0.00043136557565277134,0,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
18,447,447,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",552.5719999999999,567.424,14.85200000000009,555.0302684563759,3.918416154880757,0.025245895119718628,9045.017000000002,9117.481,72.46399999999812,9058.318926174497,19.406421461083404,0.12485650654160678,520.462,534.583,14.120999999999981,522.8516331096197,3.705869673894118,0.024020041790455814,8130.511,8190.1720000000005,59.66100000000006,8140.880648769574,15.491990520027164,0.0993091569248873,8.399149999999999,8.236340000000002,-0.1628099999999968,8.366889261744966,0.04806727501320905,-0.0002930860471690513,0,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
19,229,229,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",557.227,568.2470000000001,11.020000000000095,559.6508733624454,3.1018404350320194,0.04014400487644153,9062.412,9119.487000000001,57.07500000000073,9075.578908296944,15.619135619429837,0.19683102335295266,525.1510000000001,535.44,10.288999999999987,527.3346288209607,2.8976268662670424,0.03766334575759608,8144.058,8186.067,42.009000000000015,8154.038733624453,11.808646993247786,0.1517223626752621,8.359449999999999,8.2479,-0.11154999999999937,8.334201746724892,0.03771978962958357,-0.00041338982542744494,0,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
20,338,338,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",555.706,568.0870000000001,12.381000000000085,557.9342011834319,3.28309775528659,0.02761556998792224,9056.681,9120.907000000001,64.22600000000057,9068.31701183432,17.099954918964883,0.14080853347637798,523.3439999999999,535.3439999999999,12.0,525.657100591716,3.1477077968732567,0.026577163688301732,8138.988,8188.114,49.125999999999294,8148.94426035503,13.25300493614715,0.11105542856408773,8.38185,8.234669999999998,-0.1471800000000023,8.347038165680473,0.04283318190812951,-0.0003317010035755037,0,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
21,220,220,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",554.554,567.228,12.673999999999978,557.2233181818182,3.536323384615513,0.04723207091055238,9053.913,9117.97,64.05699999999888,9067.209227272728,17.878269639760433,0.23155728799800626,522.486,534.731,12.245000000000005,524.9844090909091,3.4268978969734416,0.04587441325797249,8138.467,8187.4529999999995,48.985999999999876,8148.084681818183,14.04968137421422,0.1852241030523985,8.37436,8.23197,-0.1423899999999989,8.345635454545455,0.044187720602743424,-0.0005160779430078901,0,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
22,192,192,"sensor_7,sensor_9,sensor_12,sensor_14,sensor_15",554.6360000000001,551.564,-3.0720000000001164,553.5938541666667,0.8693392723208263,-0.012903995876623268,9066.785999999998,9084.220000000001,17.434000000002925,9070.765104166667,6.805966438046542,0.0893382761847998,522.312,519.9290000000001,-2.3829999999999245,521.6543229166667,0.767261472092898,-0.011505515354150684,8147.501000000001,8152.13,4.628999999998996,8149.16046875,3.6865547219285153,0.027590817689825277,8.39597,8.510090000000002,0.11412000000000155,8.432725,0.03822420017693853,0.0005391513848574642,1,kmeans,2,42,"sensor_7_initial_mean,sensor_7_final_mean,sensor_7_delta_final_initial,sensor_7_mean,sensor_7_std,sensor_7_slope,sensor_9_initial_mean,sensor_9_final_mean,sensor_9_delta_final_initial,sensor_9_mean,sensor_9_std,sensor_9_slope,sensor_12_initial_mean,sensor_12_final_mean,sensor_12_delta_final_initial,sensor_12_mean,sensor_12_std,sensor_12_slope,sensor_14_initial_mean,sensor_14_final_mean,sensor_14_delta_final_initial,sensor_14_mean,sensor_14_std,sensor_14_slope,sensor_15_initial_mean,sensor_15_final_mean,sensor_15_delta_final_initial,sensor_15_mean,sensor_15_std,sensor_15_slope"
